timestamp,namespace,pod,cpu,memory,latency,errors,restarts,failed
2026-01-01T00:45:00+00:00,staging,checkout-4,0.36,0.4626,131.89,3,1,False
2026-01-01T00:46:00+00:00,prod,checkout-11,0.4528,0.4915,70.96,2,0,False
2026-01-01T00:47:00+00:00,prod,checkout-3,0.4519,0.3723,58.31,3,1,False
2026-01-01T00:48:00+00:00,prod,notification-10,0.8894,0.4337,139.49,52,2,True
2026-01-01T00:49:00+00:00,prod,inventory-2,0.2238,0.3426,50.16,3,0,False
2026-01-01T00:50:00+00:00,staging,auth-17,0.1993,0.5105,63.63,0,0,False
2026-01-01T00:51:00+00:00,prod,auth-13,0.3889,0.3253,4415.27,29,2,True
2026-01-01T00:52:00+00:00,staging,notification-11,0.2977,0.3137,142.81,1,0,False
2026-01-01T00:53:00+00:00,staging,notification-17,0.3095,0.4017,175.24,0,0,False
2026-01-01T00:54:00+00:00,prod,payment-2,0.2443,0.242,175.37,0,0,False
2026-01-01T00:55:00+00:00,prod,notification-16,0.2828,0.228,189.88,0,0,False
2026-01-01T00:56:00+00:00,staging,auth-3,0.1939,0.5026,84.61,3,1,False
2026-01-01T00:57:00+00:00,prod,auth-16,0.2149,0.2187,144.92,1,0,False
2026-01-01T00:58:00+00:00,prod,notification-11,0.3973,0.3218,135.16,0,1,False
2026-01-01T00:59:00+00:00,staging,payment-9,0.1398,0.2871,123.44,2,1,False
2026-01-01T01:00:00+00:00,staging,auth-4,0.3196,0.3247,62.88,3,0,False
2026-01-01T01:01:00+00:00,staging,inventory-3,0.4872,0.3798,90.3,1,0,False
2026-01-01T01:02:00+00:00,prod,payment-5,0.2047,0.3438,140.5,2,0,False
2026-01-01T01:03:00+00:00,prod,inventory-16,0.2945,0.2099,50.54,3,1,False
2026-01-01T01:04:00+00:00,staging,auth-5,0.2504,0.2484,99.7,2,1,False
2026-01-01T01:05:00+00:00,prod,auth-7,0.4606,0.3159,105.83,3,1,False
2026-01-01T01:06:00+00:00,prod,notification-12,0.4023,0.5417,92.1,0,1,False
2026-01-01T01:07:00+00:00,prod,checkout-9,0.2262,0.5093,167.77,3,0,False
2026-01-01T01:08:00+00:00,prod,auth-3,0.3353,0.5258,196.67,46,6,True
2026-01-01T01:09:00+00:00,prod,payment-6,0.2375,0.3191,160.85,2,1,False
2026-01-01T01:10:00+00:00,staging,checkout-16,0.2577,0.2669,74.25,1,1,False
2026-01-01T01:11:00+00:00,prod,notification-15,0.4986,0.38,70.94,1,0,False
2026-01-01T01:12:00+00:00,prod,payment-11,0.2277,0.3473,171.4,1,0,False
2026-01-01T01:13:00+00:00,staging,auth-14,0.184,0.3081,162.82,3,1,False
2026-01-01T01:14:00+00:00,staging,notification-5,0.3117,0.5161,177.29,0,1,False
2026-01-01T01:15:00+00:00,staging,checkout-13,0.2727,0.3248,172.15,0,0,False
2026-01-01T01:16:00+00:00,staging,payment-16,0.2959,0.2293,189.54,3,1,False
2026-01-01T01:17:00+00:00,prod,checkout-8,0.3089,0.4728,191.22,3,0,False
2026-01-01T01:18:00+00:00,prod,notification-1,0.193,0.568,146.83,2,0,False
2026-01-01T01:19:00+00:00,staging,inventory-4,0.3573,0.4749,3276.16,38,2,True
2026-01-01T01:20:00+00:00,prod,payment-18,0.2843,0.5836,146.69,1,1,False
2026-01-01T01:21:00+00:00,prod,notification-18,0.4842,0.4819,96.11,0,0,False
2026-01-01T01:22:00+00:00,staging,auth-3,0.3669,0.5701,84.02,0,1,False
2026-01-01T01:23:00+00:00,staging,auth-13,0.4188,0.4957,125.73,1,1,False
2026-01-01T01:24:00+00:00,staging,checkout-7,0.1886,0.5042,94.24,3,0,False
2026-01-01T01:25:00+00:00,staging,checkout-14,0.1226,0.4379,188.29,0,0,False
2026-01-01T01:26:00+00:00,prod,payment-14,0.2552,1.0124,206.81,50,2,True
2026-01-01T01:27:00+00:00,prod,payment-6,0.1742,0.5744,161.95,0,1,False
2026-01-01T01:28:00+00:00,staging,auth-11,0.1436,0.2313,62.11,3,0,False
2026-01-01T01:29:00+00:00,prod,notification-13,0.4286,0.5288,114.87,0,1,False
2026-01-01T01:30:00+00:00,staging,checkout-18,0.1772,0.3457,184.55,0,1,False
2026-01-01T01:31:00+00:00,staging,checkout-2,0.2856,0.5213,59.3,1,0,False
2026-01-01T01:32:00+00:00,staging,notification-12,0.4831,0.4468,89.33,2,1,False
2026-01-01T01:33:00+00:00,prod,inventory-20,0.3536,0.5773,53.64,1,0,False
2026-01-01T01:34:00+00:00,staging,auth-13,0.4654,0.5259,69.91,3,0,False
2026-01-01T01:35:00+00:00,staging,payment-5,0.2311,0.3278,104.28,0,0,False
2026-01-01T01:36:00+00:00,prod,auth-8,0.3598,0.3927,131.69,1,1,False
2026-01-01T01:37:00+00:00,prod,payment-9,0.1833,0.3684,198.26,3,0,False
2026-01-01T01:38:00+00:00,prod,checkout-14,0.4565,0.294,130.78,0,1,False
2026-01-01T01:39:00+00:00,staging,inventory-19,0.2016,0.3041,115.91,1,0,False
2026-01-01T01:40:00+00:00,prod,checkout-10,0.3313,0.3305,109.41,1,0,False
2026-01-01T01:41:00+00:00,staging,payment-2,0.4648,0.3693,167.24,57,3,True
2026-01-01T01:42:00+00:00,prod,inventory-4,1.0825,0.4117,229.92,67,2,True
2026-01-01T01:43:00+00:00,prod,inventory-4,0.3839,0.3399,55.62,2,0,False
2026-01-01T01:44:00+00:00,prod,payment-9,1.0537,0.5456,161.35,57,0,True
2026-01-01T01:45:00+00:00,staging,notification-3,0.4181,0.4192,59.49,0,1,False
2026-01-01T01:46:00+00:00,prod,notification-18,0.9494,0.3814,248.24,49,1,True
2026-01-01T01:47:00+00:00,staging,payment-19,0.2656,0.2073,165.0,2,0,False
2026-01-01T01:48:00+00:00,staging,auth-7,0.2737,0.2626,67.03,0,1,False
2026-01-01T01:49:00+00:00,staging,notification-15,0.152,0.2207,71.37,3,0,False
2026-01-01T01:50:00+00:00,staging,notification-17,0.2392,0.2647,75.77,0,0,False
2026-01-01T01:51:00+00:00,staging,auth-7,0.4349,0.2174,186.92,2,0,False
2026-01-01T01:52:00+00:00,staging,notification-3,0.3481,0.5298,74.04,1,1,False
2026-01-01T01:53:00+00:00,prod,notification-16,0.1873,0.3599,127.68,3,1,False
2026-01-01T01:54:00+00:00,prod,payment-8,0.4263,0.277,182.58,0,1,False
2026-01-01T01:55:00+00:00,staging,payment-20,0.4396,0.5112,147.35,2,0,False
2026-01-01T01:56:00+00:00,staging,auth-12,0.2753,0.2094,142.83,3,1,False
2026-01-01T01:57:00+00:00,staging,checkout-20,0.2833,0.2718,120.98,0,0,False
2026-01-01T01:58:00+00:00,staging,checkout-14,0.4209,0.4017,148.56,0,0,False
2026-01-01T01:59:00+00:00,staging,payment-17,0.3958,0.5353,103.88,18,7,True
2026-01-01T02:00:00+00:00,prod,payment-5,0.2967,0.5827,187.41,1,0,False
2026-01-01T02:01:00+00:00,staging,payment-20,0.1635,0.5586,91.25,3,0,False
2026-01-01T02:02:00+00:00,staging,inventory-7,0.3463,0.295,105.84,1,0,False
2026-01-01T02:03:00+00:00,prod,auth-9,0.4582,0.2675,167.73,0,0,False
2026-01-01T02:04:00+00:00,staging,inventory-18,0.3755,0.5584,87.8,3,1,False
2026-01-01T02:05:00+00:00,staging,inventory-12,0.2441,0.5059,116.34,1,0,False
2026-01-01T02:06:00+00:00,staging,inventory-10,0.4936,0.4343,149.55,2,0,False
2026-01-01T02:07:00+00:00,prod,payment-5,0.3502,0.3671,104.61,0,0,False
2026-01-01T02:08:00+00:00,prod,auth-20,0.1089,0.201,103.24,0,1,False
2026-01-01T02:09:00+00:00,prod,notification-14,0.3356,0.2817,143.59,3,0,False
2026-01-01T02:10:00+00:00,prod,checkout-8,0.2803,0.2255,71.7,2,1,False
2026-01-01T02:11:00+00:00,prod,inventory-2,0.3249,0.3401,146.84,3,1,False
2026-01-01T02:12:00+00:00,prod,checkout-1,0.3218,0.9594,108.76,23,0,True
2026-01-01T02:13:00+00:00,prod,notification-5,0.3073,0.4571,147.14,3,0,False
2026-01-01T02:14:00+00:00,staging,notification-3,0.1194,0.5557,167.45,0,1,False
2026-01-01T02:15:00+00:00,staging,auth-3,0.281,0.2904,65.79,1,0,False
2026-01-01T02:16:00+00:00,staging,payment-9,0.2064,0.4215,115.41,2,1,False
2026-01-01T02:17:00+00:00,prod,checkout-17,0.4714,0.5525,2905.55,30,2,True
2026-01-01T02:18:00+00:00,prod,inventory-13,0.1957,0.563,144.6,3,1,False
2026-01-01T02:19:00+00:00,prod,notification-1,0.3898,0.4281,96.16,1,1,False
2026-01-01T02:20:00+00:00,prod,notification-19,0.1578,0.2108,66.0,1,1,False
2026-01-01T02:21:00+00:00,prod,checkout-1,0.4091,1.0842,109.86,56,0,True
2026-01-01T02:22:00+00:00,prod,notification-13,0.9008,0.3102,242.39,21,2,True
2026-01-01T02:23:00+00:00,staging,inventory-4,0.4168,0.4585,94.17,2,1,False
2026-01-01T02:24:00+00:00,prod,inventory-12,0.213,0.4863,105.2,2,1,False
2026-01-01T02:25:00+00:00,prod,inventory-14,0.304,1.0762,180.68,37,2,True
2026-01-01T02:26:00+00:00,staging,payment-6,0.3094,0.3153,162.58,0,0,False
2026-01-01T02:27:00+00:00,staging,inventory-4,0.4187,0.2738,124.19,2,1,False
2026-01-01T02:28:00+00:00,prod,notification-10,0.4753,0.2926,74.87,0,1,False
2026-01-01T02:29:00+00:00,prod,notification-11,0.2605,0.3578,183.56,0,1,False
2026-01-01T02:30:00+00:00,staging,payment-7,0.2712,0.418,75.67,1,1,False
2026-01-01T02:31:00+00:00,prod,checkout-12,0.3087,0.5472,117.55,2,0,False
2026-01-01T02:32:00+00:00,staging,auth-9,0.1504,0.3848,182.77,1,0,False
2026-01-01T02:33:00+00:00,staging,inventory-20,0.1624,0.299,98.98,2,0,False
2026-01-01T02:34:00+00:00,staging,checkout-7,0.482,0.598,74.69,0,0,False
2026-01-01T02:35:00+00:00,prod,auth-5,0.3933,0.374,79.43,0,1,False
2026-01-01T02:36:00+00:00,staging,checkout-15,0.4563,0.431,133.37,47,6,True
2026-01-01T02:37:00+00:00,prod,payment-9,0.2619,0.4964,186.2,3,1,False
2026-01-01T02:38:00+00:00,prod,checkout-6,0.2816,0.3252,144.24,0,1,False
2026-01-01T02:39:00+00:00,staging,checkout-6,0.2694,0.3821,143.24,3,0,False
2026-01-01T02:40:00+00:00,prod,inventory-13,0.4633,0.2426,87.68,1,0,False
2026-01-01T02:41:00+00:00,staging,checkout-4,0.2827,0.282,121.36,0,1,False
2026-01-01T02:42:00+00:00,staging,notification-14,0.2828,0.5961,77.57,0,1,False
2026-01-01T02:43:00+00:00,staging,payment-9,0.1246,0.2301,187.32,2,1,False
2026-01-01T02:44:00+00:00,prod,payment-10,0.476,0.4108,82.84,3,1,False
2026-01-01T02:45:00+00:00,prod,checkout-5,0.1276,0.5194,78.98,1,0,False
2026-01-01T02:46:00+00:00,staging,inventory-15,0.404,0.4598,166.98,3,1,False
2026-01-01T02:47:00+00:00,staging,checkout-13,0.4932,0.4715,122.24,2,1,False
2026-01-01T02:48:00+00:00,staging,checkout-11,0.2714,0.4549,148.89,2,0,False
2026-01-01T02:49:00+00:00,staging,inventory-2,0.4352,0.3421,4162.66,11,2,True
2026-01-01T02:50:00+00:00,prod,payment-3,0.2,0.2406,71.41,1,0,False
2026-01-01T02:51:00+00:00,staging,auth-5,0.261,0.4138,141.43,0,1,False
2026-01-01T02:52:00+00:00,staging,checkout-7,0.3968,0.3754,182.4,0,1,False
2026-01-01T02:53:00+00:00,prod,auth-5,0.3229,0.3937,185.82,3,0,False
2026-01-01T02:54:00+00:00,prod,auth-18,0.3938,0.2641,98.1,3,1,False
2026-01-01T02:55:00+00:00,staging,auth-14,0.4842,0.2302,145.56,0,0,False
2026-01-01T02:56:00+00:00,prod,notification-11,0.1376,0.3937,163.58,1,0,False
2026-01-01T02:57:00+00:00,staging,checkout-5,0.4447,0.3465,121.18,1,1,False
2026-01-01T02:58:00+00:00,staging,auth-14,0.1211,0.3157,103.28,3,1,False
2026-01-01T02:59:00+00:00,staging,inventory-17,0.1814,0.3969,67.69,1,1,False
2026-01-01T03:00:00+00:00,prod,inventory-19,0.135,0.5986,109.83,3,0,False
2026-01-01T03:01:00+00:00,staging,auth-4,1.0555,0.4425,214.9,17,2,True
2026-01-01T03:02:00+00:00,staging,notification-20,0.3695,0.4756,181.45,0,0,False
2026-01-01T03:03:00+00:00,staging,payment-6,1.0673,0.4265,115.09,11,1,True
2026-01-01T03:04:00+00:00,staging,checkout-18,0.445,0.2739,55.14,0,1,False
2026-01-01T03:05:00+00:00,prod,notification-16,0.1158,0.2475,171.55,3,1,False
2026-01-01T03:06:00+00:00,prod,payment-13,0.4973,0.4638,73.29,3,0,False
2026-01-01T03:07:00+00:00,staging,payment-7,0.3508,0.3708,51.4,0,0,False
2026-01-01T03:08:00+00:00,prod,checkout-5,0.2102,0.4276,117.62,1,0,False
2026-01-01T03:09:00+00:00,prod,inventory-3,0.323,0.3992,150.43,2,0,False
2026-01-01T03:10:00+00:00,prod,payment-2,0.3167,0.9781,190.02,72,2,True
2026-01-01T03:11:00+00:00,staging,payment-12,0.3911,0.3879,74.97,0,1,False
2026-01-01T03:12:00+00:00,staging,checkout-16,0.4145,0.578,167.69,2,1,False
2026-01-01T03:13:00+00:00,prod,inventory-20,0.3813,0.531,99.81,0,0,False
2026-01-01T03:14:00+00:00,staging,notification-19,0.4552,0.3507,152.72,1,1,False
2026-01-01T03:15:00+00:00,prod,inventory-11,0.269,0.4347,172.4,0,1,False
2026-01-01T03:16:00+00:00,prod,checkout-9,0.4189,0.4191,166.56,3,1,False
2026-01-01T03:17:00+00:00,prod,notification-18,0.419,0.2802,162.53,1,1,False
2026-01-01T03:18:00+00:00,prod,notification-13,0.1826,0.3019,162.67,3,1,False
2026-01-01T03:19:00+00:00,prod,notification-18,0.4089,0.2931,136.94,2,1,False
2026-01-01T03:20:00+00:00,prod,auth-7,0.1369,0.5223,93.47,2,1,False
2026-01-01T03:21:00+00:00,prod,notification-8,0.3122,0.3318,194.91,20,4,True
2026-01-01T03:22:00+00:00,prod,inventory-12,0.3429,0.2376,80.7,3,0,False
2026-01-01T03:23:00+00:00,staging,inventory-14,0.4302,0.5456,244.52,42,9,True
2026-01-01T03:24:00+00:00,staging,payment-7,0.2513,0.211,55.22,2,1,False
2026-01-01T03:25:00+00:00,prod,auth-20,0.4689,0.4826,63.49,2,0,False
2026-01-01T03:26:00+00:00,staging,payment-6,0.1639,0.5863,198.76,1,0,False
2026-01-01T03:27:00+00:00,staging,payment-12,0.4512,0.9118,217.96,71,0,True
2026-01-01T03:28:00+00:00,prod,payment-11,0.4758,0.4708,94.82,3,0,False
2026-01-01T03:29:00+00:00,staging,auth-12,0.1497,0.3925,75.29,1,0,False
2026-01-01T03:30:00+00:00,staging,payment-7,0.1628,0.5331,61.67,2,0,False
2026-01-01T03:31:00+00:00,prod,auth-13,0.3513,0.3809,100.97,1,1,False
2026-01-01T03:32:00+00:00,staging,payment-5,0.3944,0.2721,117.71,1,1,False
2026-01-01T03:33:00+00:00,staging,checkout-14,0.1623,0.3084,175.93,2,0,False
2026-01-01T03:34:00+00:00,staging,inventory-4,0.4613,0.2457,196.79,0,0,False
2026-01-01T03:35:00+00:00,staging,notification-10,1.0927,0.4296,139.23,40,0,True
2026-01-01T03:36:00+00:00,staging,payment-10,0.1649,0.5329,196.78,1,0,False
2026-01-01T03:37:00+00:00,staging,auth-17,0.1008,0.5329,128.99,1,1,False
2026-01-01T03:38:00+00:00,prod,auth-14,0.3285,0.2552,77.02,1,0,False
2026-01-01T03:39:00+00:00,prod,checkout-3,0.3923,0.5045,76.3,1,0,False
2026-01-01T03:40:00+00:00,staging,notification-7,0.4523,0.5749,177.77,54,5,True
2026-01-01T03:41:00+00:00,staging,inventory-3,0.24,0.4996,137.25,56,3,True
2026-01-01T03:42:00+00:00,staging,checkout-19,0.1019,0.4079,116.87,0,0,False
2026-01-01T03:43:00+00:00,prod,inventory-11,0.4472,0.4305,184.71,2,0,False
2026-01-01T03:44:00+00:00,staging,auth-17,0.8552,0.5902,133.55,33,0,True
2026-01-01T03:45:00+00:00,staging,payment-9,0.4821,0.2078,188.95,1,1,False
2026-01-01T03:46:00+00:00,staging,payment-17,0.2777,0.3403,64.09,1,0,False
2026-01-01T03:47:00+00:00,prod,inventory-15,0.3003,0.3118,68.31,3,0,False
2026-01-01T03:48:00+00:00,prod,notification-8,0.3291,0.4986,74.65,0,1,False
2026-01-01T03:49:00+00:00,prod,auth-13,0.1208,0.3453,110.11,2,1,False
2026-01-01T03:50:00+00:00,staging,notification-13,0.1214,0.4069,193.68,2,0,False
2026-01-01T03:51:00+00:00,prod,auth-12,0.8673,0.4299,175.72,12,0,True
2026-01-01T03:52:00+00:00,staging,checkout-13,0.4748,0.4533,171.39,0,0,False
2026-01-01T03:53:00+00:00,staging,notification-20,0.3169,0.5698,143.19,2,0,False
2026-01-01T03:54:00+00:00,prod,notification-14,0.1158,0.2452,102.13,1,0,False
2026-01-01T03:55:00+00:00,staging,payment-3,0.3135,0.2594,68.59,1,1,False
2026-01-01T03:56:00+00:00,staging,auth-9,0.1351,0.4185,175.96,1,1,False
2026-01-01T03:57:00+00:00,staging,checkout-15,0.2215,0.3911,172.82,0,0,False
2026-01-01T03:58:00+00:00,prod,inventory-7,0.2533,0.4343,51.78,2,0,False
2026-01-01T03:59:00+00:00,staging,checkout-18,0.208,0.5513,82.42,0,0,False
2026-01-01T04:00:00+00:00,prod,checkout-20,0.276,0.2248,108.18,3,1,False
2026-01-01T04:01:00+00:00,prod,payment-5,0.3673,0.2561,80.37,2,0,False
2026-01-01T04:02:00+00:00,staging,auth-5,0.1413,0.3642,132.49,0,1,False
2026-01-01T04:03:00+00:00,prod,auth-14,0.2117,0.4486,66.65,3,1,False
2026-01-01T04:04:00+00:00,staging,inventory-10,0.3104,0.4382,147.23,0,1,False
2026-01-01T04:05:00+00:00,staging,auth-10,0.2216,0.258,136.31,1,0,False
2026-01-01T04:06:00+00:00,staging,inventory-20,0.4835,0.2817,113.97,0,0,False
2026-01-01T04:07:00+00:00,staging,payment-19,0.2199,0.4146,96.86,3,1,False
2026-01-01T04:08:00+00:00,staging,auth-12,0.3359,0.3031,2636.54,39,0,True
2026-01-01T04:09:00+00:00,staging,auth-17,0.3245,0.4296,181.98,3,1,False
2026-01-01T04:10:00+00:00,staging,auth-20,0.335,0.4766,161.97,0,0,False
2026-01-01T04:11:00+00:00,staging,inventory-12,0.4304,0.405,66.58,2,1,False
2026-01-01T04:12:00+00:00,staging,notification-6,0.4265,0.2831,183.97,3,0,False
2026-01-01T04:13:00+00:00,prod,payment-12,0.3525,0.4891,153.76,0,0,False
2026-01-01T04:14:00+00:00,prod,inventory-10,0.1394,0.2062,54.43,1,1,False
2026-01-01T04:15:00+00:00,staging,notification-18,0.1575,0.2794,140.26,1,0,False
2026-01-01T04:16:00+00:00,prod,notification-1,1.087,0.4471,170.13,65,0,True
2026-01-01T04:17:00+00:00,staging,payment-5,0.2415,0.2678,89.99,0,0,False
2026-01-01T04:18:00+00:00,prod,inventory-15,0.1078,0.288,109.4,0,1,False
2026-01-01T04:19:00+00:00,prod,payment-8,0.1638,0.4348,76.03,0,1,False
2026-01-01T04:20:00+00:00,staging,inventory-20,0.4547,0.5918,60.13,3,0,False
2026-01-01T04:21:00+00:00,staging,auth-13,0.2938,0.5171,86.51,1,0,False
2026-01-01T04:22:00+00:00,staging,inventory-6,0.3188,0.4089,3170.03,59,1,True
2026-01-01T04:23:00+00:00,prod,auth-4,0.4652,0.4215,108.1,3,1,False
2026-01-01T04:24:00+00:00,prod,inventory-14,0.3024,0.939,205.88,21,0,True
2026-01-01T04:25:00+00:00,prod,inventory-18,0.4345,0.522,73.88,2,0,False
2026-01-01T04:26:00+00:00,staging,auth-19,0.4804,0.4019,84.09,3,0,False
2026-01-01T04:27:00+00:00,staging,inventory-19,0.3139,0.3617,126.53,1,0,False
2026-01-01T04:28:00+00:00,prod,notification-18,0.3944,0.5059,54.31,1,1,False
2026-01-01T04:29:00+00:00,staging,payment-3,0.4105,0.2926,78.25,0,0,False
2026-01-01T04:30:00+00:00,staging,notification-17,0.1771,0.4875,63.19,2,0,False
2026-01-01T04:31:00+00:00,staging,auth-12,0.4636,0.51,182.41,1,1,False
2026-01-01T04:32:00+00:00,prod,checkout-12,0.3654,0.3406,111.89,3,0,False
2026-01-01T04:33:00+00:00,staging,auth-4,0.1461,0.5651,160.11,0,1,False
2026-01-01T04:34:00+00:00,prod,payment-14,0.2212,0.3523,55.89,2,0,False
2026-01-01T04:35:00+00:00,prod,notification-19,0.3083,0.5703,150.52,2,0,False
2026-01-01T04:36:00+00:00,staging,payment-2,0.334,0.4784,196.12,0,0,False
2026-01-01T04:37:00+00:00,prod,inventory-12,0.1345,0.4779,109.05,1,1,False
2026-01-01T04:38:00+00:00,prod,notification-12,0.2696,0.5721,153.74,3,0,False
2026-01-01T04:39:00+00:00,staging,checkout-17,0.4113,0.3958,78.39,2,0,False
2026-01-01T04:40:00+00:00,prod,notification-8,0.1999,0.2238,103.67,3,0,False
2026-01-01T04:41:00+00:00,staging,checkout-5,0.3828,0.4681,85.68,1,0,False
2026-01-01T04:42:00+00:00,staging,notification-5,0.2406,0.3197,182.7,1,0,False
2026-01-01T04:43:00+00:00,prod,inventory-18,0.4765,0.4708,73.22,3,1,False
2026-01-01T04:44:00+00:00,prod,checkout-10,0.2619,0.3181,142.13,35,3,True
2026-01-01T04:45:00+00:00,staging,inventory-4,0.278,0.4277,93.43,0,0,False
2026-01-01T04:46:00+00:00,staging,payment-16,0.4941,0.4691,2717.6,72,1,True
2026-01-01T04:47:00+00:00,prod,auth-18,0.2437,0.2364,92.9,2,0,False
2026-01-01T04:48:00+00:00,prod,payment-1,0.4519,0.3889,127.86,77,9,True
2026-01-01T04:49:00+00:00,prod,checkout-10,0.2307,0.2738,173.8,2,0,False
2026-01-01T04:50:00+00:00,prod,inventory-18,0.4351,0.3014,58.66,0,1,False
2026-01-01T04:51:00+00:00,prod,payment-16,0.3923,0.5983,140.39,0,0,False
2026-01-01T04:52:00+00:00,prod,checkout-5,0.4879,0.2359,55.99,3,1,False
2026-01-01T04:53:00+00:00,prod,checkout-12,0.2429,0.3216,108.29,63,5,True
2026-01-01T04:54:00+00:00,staging,payment-1,0.4304,0.5616,74.67,2,0,False
2026-01-01T04:55:00+00:00,staging,auth-19,0.134,0.3295,119.07,1,1,False
2026-01-01T04:56:00+00:00,prod,notification-2,0.2326,0.4634,134.75,3,1,False
2026-01-01T04:57:00+00:00,prod,auth-10,0.3122,0.4535,177.22,1,1,False
2026-01-01T04:58:00+00:00,prod,payment-19,0.3323,0.3666,129.5,3,1,False
2026-01-01T04:59:00+00:00,prod,inventory-8,0.456,0.4192,66.84,2,0,False
